mil,(ImgNote),(ImgFolder),Xnote,Xcode,Xparent,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: woodmart_sguide_select,Meta: woodmart_total_stock_quantity,Meta: _product_360_image_gallery,Meta: additional_information,Meta: _additional_information,Meta: slide_template,Meta: rs_page_bg_color,Meta: _woodmart_whb_header,Meta: _woodmart_main_layout,Meta: _woodmart_sidebar_width,Meta: _woodmart_custom_sidebar,Meta: _woodmart_product_design,Meta: _woodmart_single_product_style,Meta: _woodmart_thums_position,Meta: _woodmart_product-background,Meta: _woodmart_extra_content,Meta: _woodmart_extra_position,Meta: _woodmart_product_custom_tab_title,Meta: _woodmart_product_custom_tab_content,Meta: _woodmart_swatches_attribute,Meta: _woodmart_product_video,Meta: _woodmart_product_hashtag,Meta: _wpb_vc_js_status,Meta: _custom_avi,Meta: variation_title,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 2 default,Attribute 3 default,Attribute 1 default,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
,,,,MB/B,MB,4920,variation,MB/B,Mounting Block Deep Universal Fit - Black,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.4,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5682.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5681.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5679.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5680.jpg",,,MB,,,,,,0,Color,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,91,84,91,64,917",Mounting Block Deep Universal Fit - Black,,,,,,,,,,,,,,,,
,,,addinfo,,MB,4836,variable,MB,Mounting Block Deep Universal Fit,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Mounting Accessories > Mounting Block,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5708.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5707.jpg",,,,,,,,,0,Color,"Black, White",1,1,,,,,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wiring accessories</td></tr><tr><th>Name</th><td>34mm mounting block</td></tr><tr><th>Model</th><td>MB, MB/B, MB/S</td></tr><tr><th>Colour</th><td>White, black, silver</td></tr><tr><th>Material</th><td>Polycarbonate</td></tr><tr><th>Fixing centre</th><td>84mm</td></tr><tr><th>Deep</th><td>34mm</td></tr><tr><th>On wall mounting</th><td>Surface mount</td></tr><tr><th>Mounting position</th><td>Horizontal or vertical</td></tr><tr><th>Dimensions</th><td>W76mm x L119mm x D34mm</td></tr><tr><th>Surface mount fitting</th><td>Suits standard size gpo or wall plates</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,,,,,,,,,,,,,White,,,,,
,,,,MB/ASW10B,MB/ASW10W,4939,variation,MB/ASW10B,"Mounting Block Architrave Slim Wafer - Black, 10mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.4,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5717.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5718.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5719.jpg",,,MB/ASW10W,,,,,,2,Color,Black,,1,Size,10mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,93,74,938","Mounting Block Architrave Slim Wafer - Black, 10mm",,,,,,,,,,,,,,,,
,,,,MB/ASW10W,MB/ASW10W,5683,variation,,"Mounting Block Architrave Slim Wafer - White, 10mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1.76,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/mb-asw10w.png,,,MB/ASW10W,,,,,,0,Color,White,,1,Size,10mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Mounting Block Architrave Slim Wafer - White, 10mm",,,,,,,,,,,,,,,,
,,,,MB/ASW20B,MB/ASW10W,4943,variation,MB/ASW20B,"Mounting Block Architrave Slim Wafer - Black, 20mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.4,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5720.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5721.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5724.jpg",,,MB/ASW10W,,,,,,3,Color,Black,,1,Size,20mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,94,14,942","Mounting Block Architrave Slim Wafer - Black, 20mm",,,,,,,,,,,,,,,,
,,,,MB/ASW20W,MB/ASW10W,4935,variation,MB/ASW20W,"Mounting Block Architrave Slim Wafer - White, 20mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1.98,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/mb-asw10w.png,,,MB/ASW10W,,,,,,0,Color,White,,1,Size,20mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Mounting Block Architrave Slim Wafer - White, 20mm",,,,,,,,,,,,,,,,
,,,addinfo,,MB/ASW10W,4855,variable,MB/ASW10W,Mounting Block Architrave Slim Wafer,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Mounting Accessories > Mounting Block,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/mb-asw10w.png, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5718.jpg",,,,,,,,,0,Color,"Black, White",1,1,Size,"20mm, 10mm",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wiring accessories</td></tr><tr><th>Name</th><td>Wafer architrave switch mounting flange </td></tr><tr><th>Model</th><td>MB/ASW10W, MB/ASW20W, MB/ASW10B, MB/ASW20B</td></tr><tr><th>Colour</th><td>White, black</td></tr><tr><th>Material</th><td>Polycarbonate</td></tr><tr><th>Fixing centre</th><td>74mm</td></tr><tr><th>Deep</th><td>10/20mm</td></tr><tr><th>On wall mounting</th><td>Surface mount</td></tr><tr><th>Mounting position</th><td>Horizontal or vertical</td></tr><tr><th>Dimensions</th><td>W35mm x L85mm</td></tr><tr><th>Surface mount fitting</th><td>Suits Transco Wafer 1-2 gang architrave switch</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,,,,,,,,,,,10mm,,White,,,,,
,,,,MF13C,MF13C,5685,variation,,"Mounting Flange for Outlet/Inlet Caravan - White, 13mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3.85,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A19071-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1910-1-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1908-1-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1909-1-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1907-1-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A19081-1-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A19091-1-scaled.jpg",,,MF13C,,,,,,1,Color,White,,1,Size,13mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"7,76,77,76,87,76,97,77,00,00,00,000","Mounting Flange for Outlet/Inlet Caravan - White, 13mm",,,,,,,,,,,,,,,,
,,MF13C_B,"img, (to add img)",MF13C/B,MF13C,7155,variation,MF13C/B,"Mounting Flange for Outlet/Inlet Caravan - Black, 13mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4,,,,,,,MF13C,,,,,,2,Color,Black,,1,Size,13mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Mounting Flange for Outlet/Inlet Caravan - Black, 13mm",,,,,,,,,,,,,,,,
,,,,MF20C,MF13C,4981,variation,MF20C,"Mounting Flange for Outlet/Inlet Caravan - White, 20mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4.4,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A19011-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1901-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/07/U9A190220-scaled-1.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A19021-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1902-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A19031-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1903-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A19051-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1905-scaled.jpg",,,MF13C,,,,,,4,Color,White,,1,Size,20mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,97,36,60,74,97,54,97,00,00,00,00,00,00,00,000","Mounting Flange for Outlet/Inlet Caravan - White, 20mm",,,,,,,,,,,,,,,,
,,MF20C_B,"img, (to add img)",MF20C/B,MF13C,7156,variation,MF20C/B,"Mounting Flange for Outlet/Inlet Caravan - Black, 20mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4,,,,,,,MF13C,,,,,,3,Color,Black,,1,Size,20mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Mounting Flange for Outlet/Inlet Caravan - Black, 20mm",,,,,,,,,,,,,,,,
,,,addinfo,,MF13C,4880,variable,MF13C,Mounting Flange for Outlet/Inlet Caravan,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Mounting Accessories > Mounting Block,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1902-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1901-scaled.jpg",,,,,,,,,0,Color,"Black, White",1,1,Size,"20mm, 13mm",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Explorer</td></tr><tr><th>Name</th><td>Mounting flange for Transco RV inlet and outlet socket</td></tr><tr><th>Model</th><td>MF13C, MF13C/B, MF20C, MF20C/B</td></tr><tr><th>Colour</th><td>White, black</td></tr><tr><th>Material</th><td>Polycarbonate</td></tr><tr><th>Deep</th><td>13mm, 20mm</td></tr><tr><th>On wall mounting</th><td>Surface mount</td></tr><tr><th>Dimensions</th><td>13mm: W80mmxH101mmxD13mm, 20mm: W80mmxH101mmxD20mm</td></tr><tr><th>Surface mount fitting</th><td>Suits Transco RV inlet and out socket</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,,,,,,,,,13mm,,White,,,,,
,,,,MF16,MF16,5684,variation,,"Mounting Flange Universal Fit - White, 16mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1.65,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5693-1.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5691.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5694-1.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5696-1.jpg",,,MF16,,,,,,3,Color,White,,1,Size,16mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,94,47,73,97,740","Mounting Flange Universal Fit - White, 16mm",,,,,,,,,,,,,,,,
,,,,MF16B,MF16,4960,variation,MF16B,"Mounting Flange Universal Fit - Black, 16mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.6,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5671.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5670.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5668.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5669.jpg",,,MF16,,,,,,3,Color,Black,,1,Size,16mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,95,84,95,64,957","Mounting Flange Universal Fit - Black, 16mm",,,,,,,,,,,,,,,,
,,,,MF20,MF16,4955,variation,MF20,"Mounting Flange Universal Fit - White, 20mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1.76,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5700.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5699.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5697.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5698.jpg",,,MF16,,,,,,2,Color,White,,1,Size,20mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,95,34,95,14,952","Mounting Flange Universal Fit - White, 20mm",,,,,,,,,,,,,,,,
,,MF20B,"img, (to add img)",MF20B,MF16,6758,variation,MF20B,"Mounting Flange Universal Fit - Black, 20mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.9,,,,,,,MF16,,,,,,0,Color,Black,,1,Size,20mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Mounting Flange Universal Fit - Black, 20mm",,,,,,,,,,,,,,,,
,,,addinfo,,MF16,4873,variable,MF16,Mounting Flange Universal Fit,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Mounting Accessories > Mounting Block,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5693-1.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5691.jpg",,,,,,,,,0,Color,"Black, White",1,1,Size,"16mm, 20mm",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wiring accessories</td></tr><tr><th>Name</th><td>mounting flange</td></tr><tr><th>Model</th><td>MF16, MF16B, MF16S, MF16BG, MF20, MF20B, MF20S, MF20BG</td></tr><tr><th>Colour</th><td>White, black, silver, beige</td></tr><tr><th>Material</th><td>Polycarbonate</td></tr><tr><th>Fixing centre</th><td>84mm</td></tr><tr><th>Deep</th><td>16mm</td></tr><tr><th>On wall mounting</th><td>Surface mount</td></tr><tr><th>Mounting position</th><td>Horizontal or vertical</td></tr><tr><th>Dimensions</th><td>16mm: W76mmxL119mmxD16mm, 20mm: W76mmxL119mmxD20mm</td></tr><tr><th>Surface mount fitting</th><td>Suits standard size gpo or wall plates</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,,,,,,,,,16mm,,White,,,,,
,,,,MFB25,MFB25,5106,variation,,Male to Female Conduit Bush - 25mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,0.5,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/MFB25.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/MFB25_D.jpg",,,MFB25,,,,,,1,Size,25mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5105,Male to Female Conduit Bush - 25mm,,,,,,,,,,,,,,,,
,,,,MFB32,MFB25,5107,variation,MFB32,Male to Female Conduit Bush - 32mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1.2,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/MFB25.jpg,,,MFB25,,,,,,2,Size,32mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male to Female Conduit Bush - 32mm,,,,,,,,,,,,,,,,
,,,,MFB40,MFB25,5108,variation,MFB40,Male to Female Conduit Bush - 40mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1.8,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/MFB25.jpg,,,MFB25,,,,,,3,Size,40mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male to Female Conduit Bush - 40mm,,,,,,,,,,,,,,,,
,,,,MFB50,MFB25,5109,variation,MFB50,Male to Female Conduit Bush - 50mm,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.4,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/MFB25.jpg,,,MFB25,,,,,,4,Size,50mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male to Female Conduit Bush - 50mm,,,,,,,,,,,,,,,,
,,,,,MFB25,5064,variable,MFB25,Male to Female Conduit Bush,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Conduit &amp; Fitting > Conduit Fitting,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/MFB25.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/MFB25_D.jpg",,,,,,,,,0,Size,"25mm, 32mm, 40mm, 50mm",1,1,,,,,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Conduit fittings</td></tr><tr><th>Name</th><td>Male and female bush</td></tr><tr><th>Model</th><td>MFB25, MFB32, MFB40, MFB50</td></tr><tr><th>Colour</th><td>Grey</td></tr><tr><th>Material</th><td>PVC</td></tr><tr><th>Size</th><td>D</td></tr><tr><th>25mm</th><td>32</td></tr><tr><th>32mm</th><td>38.7</td></tr><tr><th>40mm</th><td>47.6</td></tr><tr><th>50mm</th><td>57.7</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/01594027226.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,,,,,,,,,,,25mm,,,,,
,,,,MFW10,MFW10,5682,variation,,"Mounting Flange Slim Wafer - White, 10mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.7,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5685-1.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5686.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5683.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5684.jpg",,,MFW10,,,,,,1,Color,White,,1,Size,10mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,92,44,92,14,922","Mounting Flange Slim Wafer - White, 10mm",,,,,,,,,,,,,,,,
,,MFW20,"img, (to add img)",MFW20,MFW10,4926,variation,MFW20,"Mounting Flange Slim Wafer - White, 20mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3.1,,,,,,,MFW10,,,,,,2,Color,White,,1,Size,20mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Mounting Flange Slim Wafer - White, 20mm",,,,,,,,,,,,,,,,
,,,stock,MFW24B,MFW10,4927,variation,MFW24B,"Mounting Flange Slim Wafer - Black, 24mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3.8,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5672.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5673.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5675.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5678.jpg",,,MFW10,,,,,,3,Color,Black,,1,Size,24mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"7,74,37,74,47,745","Mounting Flange Slim Wafer - Black, 24mm",,,,,,,,,,,,,,,,
,,,,MFW30,MFW10,4932,variation,MFW30,"Mounting Flange Slim Wafer - White, 30mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3.5,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5701.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5702.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5703.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5704.jpg",,,MFW10,,,,,,4,Color,White,,1,Size,30mm,,1,,,,,,,,,,,,,,,,,,,,,,,,"4,92,94,93,04,931","Mounting Flange Slim Wafer - White, 30mm",,,,,,,,,,,,,,,,
,,MFW30B,"img, (to add img)",MFW30B,MFW10,4933,variation,MFW30B,"Mounting Flange Slim Wafer - Black, 30mm",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2.86,,,,,,,MFW10,,,,,,5,Color,Black,,1,Size,30mm,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Mounting Flange Slim Wafer - Black, 30mm",,,,,,,,,,,,,,,,
,,,addinfo,,MFW10,4837,variable,MFW10,Mounting Flange Slim Wafer,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Mounting Accessories > Mounting Block,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5685-1.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5686.jpg",,,,,,,,,0,Color,"Black, White",1,1,Size,"20mm, 10mm, 24mm, 30mm",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wiring accessories</td></tr><tr><th>Name</th><td>Wafer series mounting flange white</td></tr><tr><th>Model</th><td>MFW10, MFW20, MFW30, MFW10B, MFW24B, MFW30B</td></tr><tr><th>Colour</th><td>White, Black</td></tr><tr><th>Material</th><td>Polycarbonate</td></tr><tr><th>Fixing centre</th><td>84mm</td></tr><tr><th>Deep</th><td>10/20/24/30mm</td></tr><tr><th>On wall mounting</th><td>Surface mount</td></tr><tr><th>Mounting position</th><td>Horizontal or vertical</td></tr><tr><th>Dimensions</th><td>W76mmxL119mm</td></tr><tr><th>Surface mount fitting</th><td>Suits Transco Wafer series  gpo or wall plates</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,,,,,,,,,10mm,,White,,,,,
,,ML165_13,"img, (to add img)",ML165/13,ML165/7,5905,variation,ML165/13,"Meter link Active - 165A, 13 hole",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12.98,,,,,,,ML165/7,,,,,,0,Amp,165A,,1,Size,13 hole,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Meter link Active - 13 Hole, 165A, 50mm2 Cable",,,,,,,,,,,,,,,,
,,ML165_7,"img, (to add img)",ML165/7,ML165/7,5748,variation,,"Meter link Active - 165A, 7 hole",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8.8,,,,,,,ML165/7,,,,,,0,Amp,165A,,1,Size,7 hole,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Meter link Active - 7 Hole, 165A, 50mm2 Cable",,,,,,,,,,,,,,,,
,,ML350_13,"img, (to add img)",ML350/13,ML165/7,5906,variation,ML350/13,"Meter link Active - 350A, 13 hole",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18.92,,,,,,,ML165/7,,,,,,0,Amp,350A,,1,Size,13 hole,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Meter link Active - 13 Hole, 350A, 120mm2 Cable",,,,,,,,,,,,,,,,
,,,unpublish+OOS,ML350/7,ML165/7,5907,variation,ML350/7,"Meter link Active - 350A, 7 hole",0,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,15.95,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/ml350-13.png,,,ML165/7,,,,,,0,Amp,350A,,1,Size,7 hole,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Meter link Active - 7 Hole, 350A, 120mm2 Cable",,,,,,,,,,,,,,,,
,"variable photos - 1xx, 2xx in ML350/13",,"img, [to set variable img]",,ML165/7,5738,variable,ML165/7,Meter link Active,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Cable Management > Cable Link,,,,,,,,,,,,0,Amp,"165A, 350A",1,1,Size,"7 hole, 13 hole",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Links and Fuse</td></tr><tr><th>Name</th><td>Meter link 165a 7/13 holes, 350a 7/13 holes</td></tr><tr><th>Model</th><td>ML165/7, ML165/13, ML350/7, ML350/13</td></tr><tr><th>Rating</th><td>165A,350A</td></tr><tr><th>Volt</th><td>500V Max</td></tr><tr><th>Max. cable size: </th><td>50mm</td></tr><tr><th>Type of fastening</th><td>Mounting with screw</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate</td></tr><tr><th>Connector</th><td>Brass</td></tr><tr><th>Color</th><td>Grey</td></tr><tr><th>Size 7 holes</th><td>7 holes meter link W100mm x H43mm x D43mm</td></tr><tr><th>Size 13 holes</th><td>13 holes meter link W120mm x H45mm x D45mm</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,,,,,,,,,,,7 hole,,165A,,,,,
,"move 1xx, 2xx to front",NL10,"img, (to add img), [to set img order]",NL10,NL7,4872,variation,NL10,Neutral Link - 10 hole,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5.5,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5654.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5655.jpg",,,NL7,,,,,,4,Size,10 hole,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,86,84,86,94,87,04,870",Neutral Link - 10 hole,,,,,,,,,,,,,,,,
,,,[to delete],NL11,NL7,6755,variation,NL11,Neutral Link - 11 hole,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15.5,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5652.jpg,,,NL7,,,,,,3,Size,11 hole,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral Link - 11 hole,,,,,,,,,,,,,,,,
,,NL14,"img, (to add img)",NL14,NL7,4874,variation,NL14,Neutral Link - 14 hole,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6.6,,,,,,,NL7,,,,,,5,Size,14 hole,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral Link - 14 hole,,,,,,,,,,,,,,,,
